Product ID;Active (0/1);Name *;Summary;Reference #;Categories (x,y,z...);Quantity;Description;Meta title;Meta keywords;Meta description;URL rewritten;Show price (0 = No, 1 = Yes);Delete existing images (0 = No, 1 = Yes)
28;1;L'ossidiana e le origini del commercio;;;undefined;1;In varie località neolitiche attorno al Mediterraneo si rinvengono oggetti di vetro vulcanico. L'analisi spettroscopica ha rivelato che il materiale grezzo proveniva molto spesso da grande distanza.;L'ossidiana e le origini del commercio, Dixon - Cann - Renfrew;L'ossidiana e le origini del commercio, Dixon - Cann - Renfrew;L'ossidiana e le origini del commercio, Dixon - Cann - Renfrew;LossidianaeleoriginidelcommercioDixonCannRenfrew;0;0;
29;1;Datazioni;;;undefined;1;;Datazioni, AA.VV.;Datazioni, AA.VV.;Datazioni, AA.VV.;DatazioniAAVV;0;0;
30;1;I metalli;;;undefined;1;;I metalli, AA.VV.;I metalli, AA.VV.;I metalli, AA.VV.;ImetalliAAVV;0;0;
31;1;Archaeological aspects of woodland ecology;;;undefined;1;;Archaeological aspects of woodland ecology, AA.VV.;Archaeological aspects of woodland ecology, AA.VV.;Archaeological aspects of woodland ecology, AA.VV.;ArchaeologicalaspectsofwoodlandecologyAAVV;0;0;
32;1;Introduzione all'archeologia dei paesaggi;;;undefined;1;;Introduzione all'archeologia dei paesaggi, Cambi - Terragno;Introduzione all'archeologia dei paesaggi, Cambi - Terragno;Introduzione all'archeologia dei paesaggi, Cambi - Terragno;IntroduzioneallarcheologiadeipaesaggiCambiTerragno;0;0;
33;1;L'archeologo e l'uva;Vite e vino dal Neolitico alla Grecia arcaica;;undefined;1;;L'archeologo e l'uva, McGovern Patrick;L'archeologo e l'uva, McGovern Patrick;L'archeologo e l'uva, McGovern Patrick;LarcheologoeluvaMcGovernPatrick;0;0;
34;1;Informatica applicata all'archeologia;;;undefined;1;;Informatica applicata all'archeologia, Gabucci Ada;Informatica applicata all'archeologia, Gabucci Ada;Informatica applicata all'archeologia, Gabucci Ada;InformaticaapplicataallarcheologiaGabucciAda;0;0;
35;1;Archeologia teorica;;;undefined;1;;Archeologia teorica, Giannichedda Enrico;Archeologia teorica, Giannichedda Enrico;Archeologia teorica, Giannichedda Enrico;ArcheologiateoricaGiannicheddaEnrico;0;0;
36;1;Archeologia dei paesaggi antichi:fonti e diagnostica;;;undefined;1;;Archeologia dei paesaggi antichi:fonti e diagnostica, Cambi Franco;Archeologia dei paesaggi antichi:fonti e diagnostica, Cambi Franco;Archeologia dei paesaggi antichi:fonti e diagnostica, Cambi Franco;ArcheologiadeipaesaggiantichifontiediagnosticaCambiFranco;0;0;
37;1;Alla moda del tempo;Costume,ornamento,bellezza nel Piemonte antico;;undefined;1;;Alla moda del tempo, AA.VV.;Alla moda del tempo, AA.VV.;Alla moda del tempo, AA.VV.;AllamodadeltempoAAVV;0;0;
38;1;Uomini e terre in canvese tra età romana emedioevo;;;undefined;1;;Uomini e terre in canvese tra età romana emedioevo, Cima Marco;Uomini e terre in canvese tra età romana emedioevo, Cima Marco;Uomini e terre in canvese tra età romana emedioevo, Cima Marco;UominieterreincanvesetraetromanaemedioevoCimaMarco;0;0;
39;1;Geofisica per l'archeologia;Possibilità e limiti;;undefined;1;;Geofisica per l'archeologia, AAVV;Geofisica per l'archeologia, AAVV;Geofisica per l'archeologia, AAVV;GeofisicaperlarcheologiaAAVV;0;0;
40;1;GAR XV anniversario. Atti del convegno Tolfa 1978;;;undefined;1;Ritrovamenti del Paleolitico medio nella zona di Orte. Una presenza dell’età del Bronzo a colle Montarozzo. L’insediamento protostorico di Campetti. La tomba di poggio del forno. Tomba del 7° sec. A cenciano Diruto. Cenni preliminari sulla via degli inferi. L’abitato arcaico di colle Crepadosso. La tagliata della Polledrara. Cereatae Marianae. la villa  romana di valle luterana . la necraopoli romana delle Morre della Civita. I vetri della necropoli delle morre della civita Presenze e fornaci romane tra Orte e vasanello. Tolfa: un esempio di lettura di tessuto urbano medievale;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GARXVanniversarioAttidelconvegnoTolfa1978;0;0;
41;1;GAR XV anniversario. Atti del convegno Tolfa 1978;;;undefined;1;Ritrovamenti del Paleolitico medio nella zona di Orte. Una presenza dell’età del Bronzo a colle Montarozzo. L’insediamento protostorico di Campetti. La tomba di poggio del forno. Tomba del 7° sec. A cenciano Diruto. Cenni preliminari sulla via degli inferi. L’abitato arcaico di colle Crepadosso. La tagliata della Polledrara. Cereatae Marianae. la villa  romana di valle luterana . la necraopoli romana delle Morre della Civita. I vetri della necropoli delle morre della civita Presenze e fornaci romane tra Orte e vasanello. Tolfa: un esempio di lettura di tessuto urbano;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GARXVanniversarioAttidelconvegnoTolfa1978;0;0;
42;1;GAR XV anniversario. Atti del convegno Tolfa 1978;;;undefined;1;Ritrovamenti del Paleolitico medio nella zona di Orte. Una presenza dell’età del Bronzo a colle Montarozzo. L’insediamento protostorico di Campetti. La tomba di poggio del forno. Tomba del 7° sec. A cenciano Diruto. Cenni preliminari sulla via degli inferi. L’abitato arcaico di colle Crepadosso. La tagliata della Polledrara. Cereatae Marianae. la villa  romana di valle luterana . la necraopoli romana delle Morre della Civita. I vetri della necropoli delle morre della civita Presenze e fornaci romane tra Orte e vasanello. Tolfa: un esempio di lettura di tessuto urbano;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GAR XV anniversario. Atti del convegno Tolfa 1978, ;GARXVanniversarioAttidelconvegnoTolfa1978;0;0;
43;1;Guida archeologica di Torino;;;undefined;1;Il territorio piemontese alla vigilia della romanizzazione, l'insediamento preromano dei Taurini, la romanizzazione del Piemonte, l'evoluzione urbana: da Augusta Taurinorum a Taurinis, le recenti scoperte archeologiche a Torino, in cammino per la città romana e medioevale, profilo del GAT, profilo dei G.A.I..;Guida archeologica di Torino, AA.VV.;Guida archeologica di Torino, AA.VV.;Guida archeologica di Torino, AA.VV.;GuidaarcheologicadiTorinoAAVV;0;0;
44;1;Guida archeologica di Torino;;;undefined;1;la geomorfologia del territorio, il territorio piemontese alla vigilia della romanizzazione, l'insediamento preromano dei Taurini, la romanizzazione del Piemonte, l'evoluzione urbana: da Augusta Taurinorum a Taurinis, la diocesi di Torino tra il IV e l'VIII secolo, come si parlava a Torino nel Medioevo, le recenti scoperte archeologiche a Torino, in cammino per la città romana e medioevale, profilo del GAT, profilo dei G.A.I..;Guida archeologica di Torino, AA.VV.;Guida archeologica di Torino, AA.VV.;Guida archeologica di Torino, AA.VV.;GuidaarcheologicadiTorinoAAVV;0;0;
45;1;Guida archeologica di Torino;;;undefined;1;la geomorfologia del territorio, il territorio piemontese alla vigilia della romanizzazione, l'insediamento preromano dei Taurini, la romanizzazione del Piemonte, l'evoluzione urbana: da Augusta Taurinorum a Taurinis, la diocesi di Torino tra il IV e l'VIII secolo, come si parlava a Torino nel Medioevo, le recenti scoperte archeologiche a Torino, in cammino per la città romana e medioevale, profilo del GAT, profilo dei G.A.I..;Guida archeologica di Torino, AA.VV.;Guida archeologica di Torino, AA.VV.;Guida archeologica di Torino, AA.VV.;GuidaarcheologicadiTorinoAAVV;0;0;
46;1;La città  quadrata;Visita alla Torino romana e medioevale entro la cerchia delle antiche mura. Estratto dalla "Guida archeologica di Torino";;undefined;1;Rapido cenno storico-urbanistico, in cammino per la città;La città  quadrata, AA.VV.;La città  quadrata, AA.VV.;La città  quadrata, AA.VV.;LacittquadrataAAVV;0;0;
47;1;La città quadrata;Visita alla Torino romana e medioevale entro la cerchia delle;;undefined;1;Rapido cenno storico-urbanistico, in cammino per la città;La città quadrata, ;La città quadrata, ;La città quadrata, ;Lacittquadrata;0;0;
48;1;La collina  torinese: quattro passi tra storia, arte ed archeologia;Le immagini e i testi della mostra;;undefined;1;La collina torinese, cenni di toponomastica, geomorfologia della collina torinese, la collina torinese in età preistorica, Castelvecchio: il sito protostorico, la Centuriazione di Chieri, l'acquedotto romano di Chieri, epigrafi rinvenuti nel territorio chierese, la via Fulvia, il versante torinese della collina, la necropoli longobarda di Testona, la ceramica longobarda (necropoli di Testona), ingerenze vescovili sulla collina torinese: Landolfo, ingerenze vescovili sulla collina torinese: Carlo, la via Francigena tra Torino e Chieri, i Templari, S. Maria di Celle, S. Pietro di Celle, la misurazione del tempo nel Medioevo, monete medioevali in Piemonte, Castelvecchio: la fortezza medioevale, il "castrum" vescovile di Testona, Testona: l'origine del Comune, Testona: l'espansione nel "poderium", Testona: distruzione o abbandono?, da Testona a Moncalieri, Bric S.Vito, Monfalcone, un insediamento scomparso, come si parlava nel Chierese, il Castello di Montosolo, antiche unità di misura, il paesaggio collinare nel Medioevo, Orti medioevali, volontariato in collina, rinvenimenti archeologici di epoca preistorica, romana, medioevale;La collina  torinese: quattro passi tra storia, arte ed archeologia, AA.VV;La collina  torinese: quattro passi tra storia, arte ed archeologia, AA.VV;La collina  torinese: quattro passi tra storia, arte ed archeologia, AA.VV;LacollinatorinesequattropassitrastoriaarteedarcheologiaAAVV;0;0;
49;1;La collina  torinese: quattro passi tra storia, arte ed archeologia;Le immagini e i testi della mostra. Addendum 1;;undefined;1;Chieri e le sue mura (prima e seconda cerchia), la chiesa di S. Sebastiano a Pecetto;La collina  torinese: quattro passi tra storia, arte ed archeologia, AA.VV;La collina  torinese: quattro passi tra storia, arte ed archeologia, AA.VV;La collina  torinese: quattro passi tra storia, arte ed archeologia, AA.VV;LacollinatorinesequattropassitrastoriaarteedarcheologiaAAVV;0;0;
50;1;La collina  torinese: quattro passi tra storia, arte ed archeologia;;;undefined;1;Storia della collina torinese, il territorio, preistoria, periodo romano, alto medioevo, medioevo, pianta schematica del sito di Bric S.Vito;La collina  torinese: quattro passi tra storia, arte ed archeologia, Marnetto M.;La collina  torinese: quattro passi tra storia, arte ed archeologia, Marnetto M.;La collina  torinese: quattro passi tra storia, arte ed archeologia, Marnetto M.;LacollinatorinesequattropassitrastoriaarteedarcheologiaMarnettoM;0;0;
51;1;Resoconto annuale 1992 dell'intervento archeologico nel sito di Bric San Vito;;;undefined;1;Il territorio, le notizie conosciute, i ritrovamenti archeologici nella zona, l'indagine storico-archeologica, l'attività in corso, rapporti con la Soprintendenza Archeologica del Piemonte e con altri Enti, resoconto dell'attività archeologica, prime considerazioni ed ipotesi,;Resoconto annuale 1992 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1992 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1992 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resocontoannuale1992dellinterventoarcheologiconelsitodiBricSanVitoAAVV;0;0;
52;1;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito;;;undefined;1;Il territorio, quadro storico, l'attività in corso, rapporti con la Soprintendenza Archeologica del Piemonte e con altri Enti, resoconto dell'attività archeologica, toponimi ed altri insediamenti da approfondire, le vie di comunicazione, considerazioni ed ipotesi da approfondire, catalogo;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resocontoannuale1994dellinterventoarcheologiconelsitodiBricSanVitoAAVV;0;0;
53;1;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito;;;undefined;1;Il territorio, quadro storico, l'attività in corso, rapporti con la Soprintendenza Archeologica del Piemonte e con altri Enti, resoconto dell'attività archeologica, toponimi ed altri insediamenti da approfondire, le vie di comunicazione, considerazioni ed ipotesi da approfondire, catalogo;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resocontoannuale1994dellinterventoarcheologiconelsitodiBricSanVitoAAVV;0;0;
54;1;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito;;;undefined;1;Il territorio, quadro storico, l'attività in corso, rapporti con la Soprintendenza Archeologica del Piemonte e con altri Enti, resoconto dell'attività archeologica, toponimi ed altri insediamenti da approfondire, le vie di comunicazione, considerazioni ed ipotesi da approfondire, catalogo;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resoconto annuale 1994 dell'intervento archeologico nel sito di Bric San Vito, AA.VV.;Resocontoannuale1994dellinterventoarcheologiconelsitodiBricSanVitoAAVV;0;0;
55;1;III convegno dei Gruppi Archeologici del Nord Italia;Interventi del G.A.T.;;undefined;1;III convegno dei Gruppi Archeologici del Nord Italia, Tutela siti archeologici, scavi Archeologici G.A.T.,Proposta per un museo locale, Scavo di Chianocco, Primo calcolitico nelle Alpi Occidentali;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;IIIconvegnodeiGruppiArcheologicidelNordItaliaAAVV;0;0;
56;1;III convegno dei Gruppi Archeologici del Nord Italia;Interventi del G.A.T.;;undefined;1;III convegno dei Gruppi Archeologici del Nord Italia, Tutela siti archeologici, scavi Archeologici G.A.T.,Proposta per un museo locale, Scavo di Chianocco, Primo calcolitico nelle Alpi Occidentali;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;IIIconvegnodeiGruppiArcheologicidelNordItaliaAAVV;0;0;
57;1;III convegno dei Gruppi Archeologici del Nord Italia;Interventi del G.A.T.;;undefined;1;III convegno dei Gruppi Archeologici del Nord Italia, Tutela siti archeologici, scavi Archeologici G.A.T.,Proposta per un museo locale, Scavo di Chianocco, Primo calcolitico nelle Alpi Occidentali;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;III convegno dei Gruppi Archeologici del Nord Italia, AA.VV.;IIIconvegnodeiGruppiArcheologicidelNordItaliaAAVV;0;0;
58;1;Italia ricomparsa;Preistorica, greca, fenicia;;undefined;1;Italia preistorica: l'uomo d'Isernia, i pittori di Porto Badisco, Lipari: un archivio del passato, gli incisori della Valcamonica, le statue-stele della Lunigiana, megaliti in Valle d'Aosta, nel lago di Viverone, nel lago di Bolsena. Italia greca: i Micenei in Sardegna, la risurrezione di Sibari, Crotone radiografata, l'urbanistica di Metaponto,  le rivelazioni del Salento, il porto di Brindisi, la necropoli di Rutigliano, i bronzi di Riace, le mura di Naxos, alle origini di Siracusa, Menandro alle isole Eolie, i templi d'Imera. Italia fenicia: la stele di Mozia, le navi di Marsala, Grotta Regina, Monte Adranone, la fortezza di Monte Sirai, la stele di Sulcis, le figurine di Bithia, il tempio di Antas, i gioielli di Tharros, Monte Luna, il sistema delle fortezze.;Italia ricomparsa, Moscati Sabatino;Italia ricomparsa, Moscati Sabatino;Italia ricomparsa, Moscati Sabatino;ItaliaricomparsaMoscatiSabatino;0;0;
